frame,x_px,y_px,angle_raw_rad,angle_unwrap_rad, omega
541,668.329,246.308,0.543126,13.1095,1.49947
542,665.126,241.831,0.568117,13.1345,1.49399
543,662.286,237.151,0.593017,13.1594,1.26015
544,659.788,233.264,0.614019,13.1804,1.40159
545,656.669,229.18,0.637379,13.2037,1.33962
546,653.751,225.233,0.659706,13.2261,1.38614
547,650.678,221.185,0.682809,13.2492,1.20297
548,647.788,217.853,0.702858,13.2692,1.44843
549,644.339,213.817,0.726999,13.2934,1.30055
550,641.114,210.305,0.748674,13.315,1.24741
551,638.299,206.667,0.769465,13.3358,1.24021
552,634.694,203.834,0.790135,13.3565,1.2452
553,631.775,200.284,0.810888,13.3773,1.28364
554,628.26,197.143,0.832282,13.3987,1.2531
555,624.655,194.279,0.853167,13.4195,1.01483
556,621.812,191.879,0.870081,13.4365,1.29009
557,618.269,188.74,0.891582,13.458,1.18769
558,614.599,186.363,0.911377,13.4777,1.28179
559,611.146,183.141,0.93274,13.4991,1.01833
560,608.269,180.74,0.949713,13.5161,1.11239
561,604.664,178.771,0.968252,13.5346,1.16364
562,601.163,176.33,0.987646,13.554,1.08287
563,597.777,174.255,1.00569,13.5721,1.16677
564,594.26,171.807,1.02514,13.5915,0.988112
565,591.219,169.825,1.04161,13.608,1.07978
566,587.792,167.832,1.05961,13.626,1.03733
567,584.305,166.272,1.07689,13.6433,1.13031
568,580.667,164.283,1.09573,13.6621,0.895076
569,577.777,162.722,1.11065,13.677,1.09408
570,574.269,160.75,1.12889,13.6953,1.06785
571,570.692,159.139,1.14668,13.7131,0.872751
572,567.768,157.825,1.16123,13.7276,0.975316
573,564.309,156.812,1.17748,13.7439,0.958969
574,561.195,155.127,1.19347,13.7598,0.992539
575,557.792,153.821,1.21001,13.7764,0.996604
576,554.306,152.699,1.22662,13.793,0.883215
577,551.168,151.857,1.24134,13.8077,0.880471
578,548.295,150.253,1.25601,13.8224,1.01926
579,544.703,149.187,1.273,13.8394,0.822076
580,541.819,148.286,1.2867,13.8531,0.95402
581,538.306,147.834,1.3026,13.869,0.902989
582,535.207,146.593,1.31765,13.884,0.818313
583,532.3,145.823,1.33129,13.8977,0.866137
584,529.188,145.155,1.34573,13.9121,0.956377
585,525.792,144.235,1.36167,13.928,0.83661
586,522.731,143.865,1.37561,13.942,0.815706
587,519.806,143.21,1.38921,13.9556,0.851944
588,516.705,142.774,1.4034,13.9698,0.783687
589,513.865,142.315,1.41647,13.9828,0.86237
590,510.731,141.865,1.43084,13.9972,0.816174
591,507.8,141.159,1.44444,14.0108,0.853405
592,504.684,140.787,1.45866,14.025,0.769759
593,501.845,140.739,1.47149,14.0379,0.863436
594,498.705,140.246,1.48588,14.0523,0.789723
595,495.792,140.284,1.49905,14.0654,0.852551
596,492.681,139.852,1.51326,14.0796,0.778604
597,489.817,139.859,1.52623,14.0926,0.853403
598,486.681,139.852,1.54046,14.1068,0.773047
599,483.843,139.841,1.55334,14.1197,0.857999
600,480.695,139.834,1.56764,14.134,0.777055
601,477.843,139.841,1.58059,14.147,0.857798
602,474.695,139.834,1.59489,14.1613,0.63053
603,472.38,139.86,1.6054,14.1718,0.877205
604,469.153,139.801,1.62002,14.1864,0.777822
605,466.291,139.824,1.63298,14.1994,0.855939
606,463.167,140.247,1.64725,14.2136,0.801515
607,460.209,140.229,1.6606,14.227,0.842603
608,457.14,140.673,1.67465,14.241,0.786732
609,454.237,140.739,1.68776,14.2541,0.842014
610,451.176,141.223,1.70179,14.2682,0.686017
611,448.714,141.829,1.71323,14.2796,0.813884
612,445.753,142.243,1.72679,14.2932,0.84017
613,442.716,142.799,1.7408,14.3072,0.809102
614,439.755,143.131,1.75428,14.3207,0.86729
615,436.649,143.854,1.76873,14.3351,0.788293
616,433.769,144.237,1.78187,14.3482,0.846705
617,430.698,144.777,1.79598,14.3624,0.846134
618,427.768,145.906,1.81009,14.3765,0.836141
619,424.693,146.279,1.82402,14.3904,0.836094
620,421.735,147.123,1.83796,14.4043,0.881706
621,418.693,148.279,1.85265,14.419,0.983743
622,415.193,149.191,1.86905,14.4354,0.798142
623,412.326,149.86,1.88235,14.4487,0.867989
624,409.226,150.662,1.89682,14.4632,0.90416
625,406.25,152.234,1.91189,14.4783,0.869234
626,403.199,153.191,1.92637,14.4927,0.973678
627,399.781,154.278,1.9426,14.509,0.919949
628,396.762,155.843,1.95793,14.5243,0.817386
629,393.877,156.732,1.97156,14.5379,1.07819
630,390.248,158.334,1.98953,14.5559,0.90647
631,387.266,159.831,2.00464,14.571,0.886648
632,384.311,161.207,2.01941,14.5858,1.05757
633,380.737,162.755,2.03704,14.6034,0.890064
634,377.849,164.301,2.05187,14.6182,1.11042
635,374.235,166.206,2.07038,14.6368,0.943175
636,371.188,167.869,2.0861,14.6525,0.949411
637,368.327,169.896,2.10192,14.6683,1.1361
638,364.651,171.888,2.12086,14.6872,0.934703
639,361.838,173.87,2.13644,14.7028,1.09441
640,358.333,175.859,2.15468,14.721,1.06089
641,355.247,178.259,2.17236,14.7387,1.07496
642,351.789,180.212,2.19027,14.7566,1.06549
643,348.767,182.72,2.20803,14.7744,1.17232
644,345.222,185.18,2.22757,14.7939,1.06707
645,342.328,187.846,2.24536,14.8117,1.17934
646,338.694,190.252,2.26501,14.8314,1.11777
647,335.79,193.184,2.28364,14.85,1.1845
648,332.337,195.854,2.30338,14.8698,1.1712
649,329.115,198.719,2.3229,14.8893,1.14248
650,326.327,201.883,2.34194,14.9083,1.23407
651,322.72,204.695,2.36251,14.9289,1.26764
652,319.812,208.372,2.38364,14.95,1.25983
653,316.727,211.826,2.40464,14.971,1.1121
654,313.817,214.71,2.42317,14.9895,1.29994
655,310.654,218.299,2.44484,15.0112,1.36258
656,307.778,222.419,2.46755,15.0339,1.2393
657,304.78,225.857,2.4882,15.0546,1.3479
658,301.809,229.825,2.51067,15.077,1.30138
659,299.214,233.851,2.53236,15.0987,1.34881
660,296.329,237.883,2.55484,15.1212,1.27351
661,293.891,241.88,2.57606,15.1424,1.46726
662,290.687,246.243,2.60052,15.1669,1.35942
663,288.369,250.681,2.62317,15.1895,1.40198
664,285.836,255.171,2.64654,15.2129,1.44375
665,283.246,259.81,2.6706,15.237,1.34771
666,281.124,264.292,2.69306,15.2594,1.47725
667,278.68,269.15,2.71768,15.2841,1.50191
668,276.668,274.302,2.74272,15.3091,1.43546
669,274.645,279.178,2.76664,15.333,1.4859
670,272.645,284.266,2.79141,15.3578,1.62493
671,270.644,289.899,2.81849,15.3849,1.36641
672,269.245,294.729,2.84126,15.4076,1.54897
673,267.809,300.242,2.86708,15.4334,1.58198
674,266.31,305.857,2.89344,15.4598,1.52154
675,264.727,311.23,2.9188,15.4852,1.50882
676,263.76,316.696,2.94395,15.5103,1.66344
677,262.714,322.719,2.97167,15.538,1.62553
678,261.81,328.623,2.99877,15.5651,1.54581
679,260.766,334.218,3.02453,15.5909,1.65641
680,260.188,340.284,3.05214,15.6185,1.62777
681,259.813,346.259,3.07927,15.6456,1.63099
682,259.813,352.259,3.10645,15.6728,1.71858
683,259.833,358.569,3.13509,15.7015,1.64026
684,259.762,364.59,-3.12076,15.7288,1.62401
685,259.762,370.558,-3.09369,15.7559,1.80655
686,260.331,377.172,-3.06358,15.786,1.62195
687,260.71,383.12,-3.03655,15.813,1.86772
688,261.81,389.897,-3.00542,15.8441,1.74943
689,262.639,396.268,-2.97626,15.8733,1.67252
690,263.777,402.303,-2.94839,15.9012,1.75664
691,265.209,408.592,-2.91911,15.9304,1.70965
692,266.737,414.677,-2.89061,15.9589,1.81262
693,268.39,421.122,-2.8604,15.9892,1.72296
694,270.39,427.122,-2.83169,16.0179,1.91335
695,272.361,433.869,-2.7998,16.0498,1.74194
696,274.703,439.822,-2.77077,16.0788,1.87406
697,277.144,446.259,-2.73953,16.11,1.77635
698,279.8,452.22,-2.70993,16.1396,1.79096
699,282.691,458.129,-2.68008,16.1695,1.94917
700,286.334,464.297,-2.64759,16.202,1.81193
701,289.143,470.345,-2.61739,16.2322,1.79657
702,292.736,475.883,-2.58745,16.2621,1.89165
703,296.311,481.842,-2.55592,16.2936,1.81273
704,300.3,487.176,-2.52571,16.3238,1.86411
705,304.336,492.698,-2.49464,16.3549,1.92825
706,308.64,498.314,-2.4625,16.3871,1.80936
707,313.209,503.143,-2.43235,16.4172,1.985
708,317.916,508.691,-2.39926,16.4503,1.8333
709,322.256,513.844,-2.36871,16.4808,1.79899
710,327.145,518.291,-2.33873,16.5108,1.93315
711,332.313,523.144,-2.30651,16.543,1.96953
712,337.812,527.826,-2.27368,16.5759,1.9028
713,343.157,532.311,-2.24197,16.6076,1.8566
714,348.711,536.251,-2.21102,16.6385,1.89195
715,354.363,540.259,-2.17949,16.6701,1.97577
716,360.378,544.279,-2.14656,16.703,1.7827
717,365.86,547.826,-2.11685,16.7327,1.86733
718,371.867,551.098,-2.08573,16.7638,2.02522
719,378.313,554.762,-2.05198,16.7976,1.8464
720,384.307,557.895,-2.0212,16.8284,1.91026
721,390.66,560.829,-1.98936,16.8602,1.89058
722,397.178,563.184,-1.95785,16.8917,1.9502
723,403.796,565.847,-1.92535,16.9242,1.88909
724,410.294,568.202,-1.89387,16.9557,1.82294
725,416.641,570.256,-1.86348,16.9861,1.89301
726,423.235,572.411,-1.83193,17.0176,1.99149
727,430.388,573.866,-1.79874,17.0508,1.77692
728,436.764,575.133,-1.76913,17.0804,1.97105
729,443.814,576.672,-1.73628,17.1133,1.80742
730,450.338,577.801,-1.70615,17.1434,1.88174
731,457.221,578.255,-1.67479,17.1748,1.81322
732,463.839,578.668,-1.64457,17.205,1.87419
733,470.672,579.154,-1.61333,17.2362,1.78426
734,477.195,579.127,-1.5836,17.266,1.92857
735,484.239,579.134,-1.55145,17.2981,1.75778
736,490.667,579.141,-1.52216,17.3274,1.9626
737,497.837,578.781,-1.48945,17.3601,1.78
738,504.323,578.194,-1.45978,17.3898,1.75683
739,510.662,577.117,-1.4305,17.4191,1.81484
740,517.23,576.182,-1.40025,17.4493,1.83488
741,523.854,575.097,-1.36967,17.4799,1.80557
742,530.339,573.817,-1.33958,17.51,1.71481
743,536.414,572.239,-1.311,17.5386,1.80147
744,542.704,570.261,-1.28097,17.5686,1.72823
745,548.69,568.237,-1.25217,17.5974,1.73715
746,554.713,566.226,-1.22322,17.6263,1.76005
747,560.7,563.872,-1.19388,17.6557,1.64456
748,566.378,561.866,-1.16647,17.6831,1.79643
749,572.354,559.129,-1.13653,17.713,1.68516
750,577.838,556.312,-1.10845,17.7411,1.69724
751,583.157,553.103,-1.08016,17.7694,1.6541
752,588.698,550.638,-1.05259,17.797,1.67782
753,593.752,547.14,-1.02463,17.8249,1.69452
754,599.299,544.329,-0.996386,17.8532,1.56569
755,603.801,540.764,-0.970291,17.8793,1.66346
756,608.689,537.158,-0.942567,17.907,1.65556
757,613.722,533.793,-0.914974,17.9346,1.61188
758,618.393,530.201,-0.888109,17.9614,1.51556
759,622.712,526.727,-0.86285,17.9867,1.5629
760,626.722,522.638,-0.836802,18.0128,1.64838
761,631.227,518.644,-0.809329,18.0402,1.54876
762,635.227,514.644,-0.783516,18.066,1.55105
763,639.182,510.589,-0.757665,18.0919,1.43222
764,642.624,506.65,-0.733795,18.1158,1.49473
765,646.348,502.658,-0.708883,18.1407,1.45766
766,649.846,498.641,-0.684589,18.165,1.49349
767,653.115,494.272,-0.659697,18.1899,1.40577
768,656.357,490.285,-0.636268,18.2133,1.53683
769,659.749,485.805,-0.610654,18.2389,1.26497
770,662.142,481.841,-0.589571,18.26,1.52702
771,665.137,477.137,-0.564121,18.2854,1.4363
772,667.773,472.603,-0.540182,18.3094,1.31642
773,670.711,468.749,-0.518242,18.3313,1.33371
774,672.691,464.272,-0.496013,18.3535,1.37394
775,675.168,459.904,-0.473114,18.3764,1.22971
776,677.215,455.904,-0.452619,18.3969,1.40655
777,679.107,451.116,-0.429177,18.4204,1.29632
778,681.031,446.795,-0.407571,18.442,1.35343
779,683.112,442.309,-0.385014,18.4645,1.18649
780,684.667,438.264,-0.365239,18.4843,1.31548
781,686.597,433.852,-0.343315,18.5062,1.18175
782,688.329,429.876,-0.323619,18.5259,1.3049
783,689.162,425.13,-0.301871,18.5477,1.27307
784,690.736,420.747,-0.280653,18.5689,1.18185
785,691.907,416.589,-0.260955,18.5886,1.13796
786,693.287,412.645,-0.241989,18.6076,1.18809
787,693.884,408.32,-0.222188,18.6274,1.11063
788,694.71,404.346,-0.203677,18.6459,1.10533
789,695.766,400.435,-0.185255,18.6643,1.14961
790,696.311,396.262,-0.166095,18.6835,1.08915
791,697.31,392.386,-0.147943,18.7016,1.09629
792,697.799,388.402,-0.129671,18.7199,1.14955
793,698.442,384.239,-0.110512,18.739,1.07107
794,698.705,380.324,-0.0926607,18.7569,1.08969
795,698.705,376.324,-0.0744992,18.7751,0.960444
796,699.173,372.834,-0.0584918,18.7911,1.09355
797,699.148,368.829,-0.0402659,18.8093,1.00126
798,699.183,365.169,-0.0235783,18.826,1.09471
799,699.183,361.169,-0.00533307,18.8442,0.900156
800,699.185,357.881,0.00966953,18.8592,0.964884
801,699.154,354.355,0.0257509,18.8753,1.09376
802,699.154,350.355,0.0439803,18.8935,0.989548
803,699.174,346.73,0.0604727,18.91,0.984738
804,698.714,343.151,0.076885,18.9264,0.904013
805,698.694,339.834,0.0919519,18.9415,0.843568
806,698.357,336.765,0.106011,18.9556,0.993539
807,697.805,333.169,0.12257,18.9721,0.921554
808,697.154,329.857,0.13793,18.9875,0.833742
809,697.16,326.774,0.151825,19.0014,0.992123
810,696.696,323.168,0.168361,19.0179,0.814249
811,695.782,320.303,0.181932,19.0315,0.99644
812,695.151,316.714,0.198539,19.0481,0.789453
813,694.609,313.877,0.211696,19.0613,0.855923
814,694.339,310.726,0.225962,19.0755,0.838878
815,693.211,307.837,0.239943,19.0895,0.845382
816,692.686,304.778,0.254033,19.1036,0.825806
817,691.812,301.881,0.267796,19.1174,0.90006
818,690.686,298.778,0.282797,19.1324,0.803618
819,690.213,295.85,0.296191,19.1457,0.904249
820,689.174,292.705,0.311262,19.1608,0.814737
821,688.217,289.879,0.324841,19.1744,0.7799
822,687.171,287.219,0.337839,19.1874,0.824573
823,686.38,284.295,0.351582,19.2011,0.727622
824,685.17,281.903,0.363709,19.2133,0.890754
825,684.311,278.738,0.378555,19.2281,0.74475
826,683.227,276.233,0.390967,19.2405,0.923573
827,681.78,273.172,0.40636,19.2559,0.701325
828,680.709,270.838,0.418049,19.2676,0.843802
829,679.831,267.842,0.432112,19.2817,0.810489
830,678.381,265.241,0.44562,19.2952,0.751836
831,677.198,262.752,0.458151,19.3077,0.887164
832,675.781,259.825,0.472937,19.3225,0.811703
833,674.301,257.242,0.486465,19.336,0.80064
834,672.708,254.771,0.499809,19.3494,0.69728
835,671.8,252.355,0.511431,19.361,0.78457
836,670.29,249.905,0.524507,19.3741,0.860575
837,668.657,247.208,0.53885,19.3884,0.804856
838,667.112,244.697,0.552264,19.4018,0.741156
839,665.769,242.334,0.564617,19.4142,0.853156
840,663.775,239.902,0.578836,19.4284,0.833757
841,662.362,237.175,0.592732,19.4423,0.806073
842,660.681,234.747,0.606167,19.4557,0.819399
843,658.702,232.471,0.619823,19.4694,0.825227
844,657.206,229.823,0.633577,19.4831,0.896109
845,655.248,227.187,0.648512,19.4981,0.884669
846,653.168,224.698,0.663257,19.5128,0.851003
847,651.108,222.355,0.67744,19.527,0.873205
848,649.093,219.874,0.691993,19.5415,0.903003
849,647.192,217.151,0.707043,19.5566,0.873027
850,645.144,214.691,0.721594,19.5711,0.775091
851,643.146,212.667,0.734512,19.5841,0.840209
852,641.092,210.373,0.748516,19.5981,0.939772
853,638.722,207.875,0.764178,19.6137,0.93384
854,636.721,205.041,0.779742,19.6293,0.826979
855,634.338,203.133,0.793525,19.6431,0.942203
856,631.836,200.749,0.809229,19.6588,0.988164
857,629.154,198.312,0.825698,19.6753,0.869324
858,626.671,196.308,0.840187,19.6897,0.931588
859,624.286,193.849,0.855713,19.7053,0.98117
860,621.846,191.16,0.872066,19.7216,1.00308
861,618.719,189.162,0.888784,19.7383,1.02488
862,615.825,186.762,0.905866,19.7554,0.876896
863,613.246,184.838,0.920481,19.77,0.97607
864,610.33,182.76,0.936748,19.7863,1.08006
865,607.218,180.303,0.954749,19.8043,0.957347
866,604.314,178.326,0.970705,19.8203,1.13145
867,600.711,176.251,0.989563,19.8391,1.01288
868,597.833,173.858,1.00644,19.856,1.09406
869,594.317,171.909,1.02468,19.8742,1.00981
870,591.236,169.84,1.04151,19.8911,1.08133
871,587.795,167.859,1.05953,19.9091,1.09157
872,584.295,165.906,1.07772,19.9273,1.16724
873,580.286,164.331,1.09718,19.9467,1.13715
874,576.626,162.33,1.11613,19.9657,1.21416
875,572.667,160.283,1.13637,19.9859,1.05005
876,569.164,158.68,1.15387,20.0034,1.20948
877,565.169,156.73,1.17402,20.0236,1.17346
878,561.149,155.175,1.19358,20.0431,1.12028
879,557.266,153.813,1.21225,20.0618,1.32895
880,552.62,152.326,1.2344,20.084,1.16124
881,548.667,150.717,1.25376,20.1033,1.25664
882,544.307,149.2,1.2747,20.1243,1.28392
883,539.799,147.811,1.2961,20.1457,1.29633
884,535.172,146.681,1.31771,20.1673,1.25031
885,530.641,145.891,1.33854,20.1881,1.26269
886,526.235,144.357,1.35959,20.2091,1.38853
887,521.265,143.173,1.38273,20.2323,1.35079
888,516.299,142.749,1.40524,20.2548,1.24152
889,511.822,141.865,1.42594,20.2755,1.41009
890,506.692,141.139,1.44944,20.299,1.32971
891,501.823,140.73,1.4716,20.3212,1.49377
892,496.36,140.218,1.4965,20.3461,1.39592
893,491.246,139.843,1.51976,20.3693,1.37001
894,486.21,139.858,1.54259,20.3922,1.50594
895,480.683,139.836,1.56769,20.4172,1.49845
896,475.184,139.86,1.59267,20.4422,1.31404
897,470.359,139.88,1.61457,20.4641,1.53326
898,464.743,140.282,1.64012,20.4897,1.50748
899,459.186,140.285,1.66525,20.5148,1.48808
900,453.777,141.149,1.69005,20.5396,1.48795
901,448.364,141.905,1.71485,20.5644,1.65985
902,442.331,142.791,1.74251,20.5921,1.57145
903,436.659,143.867,1.7687,20.6183,1.50818
904,431.18,144.76,1.79384,20.6434,1.52957
905,425.75,146.236,1.81933,20.6689,1.68104
906,419.792,147.871,1.84735,20.6969,1.50817
907,414.375,149.116,1.87249,20.722,1.64905
908,408.629,151.071,1.89997,20.7495,1.72792
909,402.609,153.12,1.92877,20.7783,1.55716
910,397.248,155.155,1.95472,20.8043,1.65659
911,391.758,157.822,1.98233,20.8319,1.60759
912,386.344,160.197,2.00912,20.8587,1.8044
913,380.362,163.07,2.0392,20.8888,1.71085
914,374.694,165.817,2.06771,20.9173,1.67891
915,369.22,168.697,2.09569,20.9452,1.61184
916,364.384,172.169,2.12256,20.9721,1.8479
917,358.673,175.845,2.15336,21.0029,1.72673
918,353.253,179.169,2.18213,21.0317,1.63567
919,348.372,182.691,2.2094,21.059,1.77372
920,343.226,186.707,2.23896,21.0885,1.80938
921,338.289,191.179,2.26911,21.1187,1.75657
922,333.19,195.155,2.29839,21.1479,1.81011
923,328.365,199.743,2.32856,21.1781,1.75991
924,323.754,204.284,2.35789,21.2074,1.89239
925,318.702,209.082,2.38943,21.239,1.85124
926,314.27,214.259,2.42028,21.2698,1.72283
927,310.317,219.213,2.449,21.2986,1.84444
928,305.854,224.326,2.47974,21.3293,1.85461
929,301.856,229.855,2.51065,21.3602,1.82577
930,297.768,235.191,2.54108,21.3906,1.7511
931,294.4,240.688,2.57026,21.4198,1.92556
932,290.643,246.69,2.60236,21.4519,1.88071
933,287.216,252.698,2.6337,21.4833,1.85777
934,283.899,258.672,2.66466,21.5142,1.84672
935,280.714,264.678,2.69544,21.545,1.86005
936,278.334,271.112,2.72644,21.576,2.00066
937,275.242,277.788,2.75979,21.6093,1.93628
938,272.667,284.427,2.79206,21.6416,1.80231
939,270.665,290.746,2.8221,21.6717,1.83389
940,268.678,297.185,2.85266,21.7022,1.88231
941,266.741,303.826,2.88403,21.7336,1.96162
942,264.681,310.75,2.91673,21.7663,1.74916
943,263.838,317.146,2.94588,21.7954,1.97708
944,262.431,324.272,2.97883,21.8284,1.90346
945,261.21,331.165,3.01056,21.8601,1.93811
946,260.783,338.285,3.04286,21.8924,1.90584
947,259.771,345.229,3.07462,21.9242,1.93816
948,259.77,352.362,3.10693,21.9565,1.73016
949,259.807,358.716,3.13576,21.9853,1.94733
950,259.828,365.863,-3.11497,22.0178,1.858
951,259.782,372.697,-3.084,22.0487,1.96618
952,260.316,379.905,-3.05123,22.0815,1.86048
953,261.227,386.683,-3.02022,22.1125,1.97348
954,262.327,393.847,-2.98733,22.1454,1.78057
955,263.206,400.332,-2.95766,22.1751,1.91009
956,264.816,407.165,-2.92582,22.2069,1.86848
957,266.307,413.862,-2.89468,22.2381,1.84822
958,268.379,420.329,-2.86388,22.2689,1.82123
959,270.297,426.727,-2.83352,22.2992,1.85898
960,272.303,433.249,-2.80254,22.3302,1.89446
961,274.698,439.777,-2.77097,22.3618,1.9017
962,277.2,446.298,-2.73927,22.3935,1.76686
963,279.779,452.255,-2.70982,22.4229,1.82579
964,282.692,458.297,-2.67939,22.4533,1.91138
965,286.282,464.339,-2.64754,22.4852,1.82874
966,289.205,470.394,-2.61706,22.5157,1.75911
967,292.694,475.834,-2.58774,22.545,1.75746
968,296.327,481.164,-2.55845,22.5743,1.79172
969,299.865,486.707,-2.52859,22.6042,1.76852
970,303.789,491.878,-2.49911,22.6336,1.81136
971,307.821,497.16,-2.46892,22.6638,1.75112
972,311.781,502.224,-2.43974,22.693,1.76374
973,316.338,506.834,-2.41034,22.7224,1.80736
974,320.641,511.88,-2.38022,22.7525,1.73368
975,325.223,516.293,-2.35132,22.7814,1.74883
976,329.831,520.75,-2.32218,22.8106,1.61786
977,334.203,524.759,-2.29521,22.8375,1.75205
978,339.208,528.786,-2.26601,22.8667,1.64847
979,343.754,532.773,-2.23854,22.8942,1.64412
980,348.687,536.242,-2.21113,22.9216,1.69618
981,353.74,539.857,-2.18286,22.9499,1.61219
982,358.635,543.158,-2.15599,22.9767,1.71267
983,363.8,546.727,-2.12745,23.0053,1.59052
984,368.721,549.859,-2.10094,23.0318,1.72058
985,374.312,552.787,-2.07227,23.0605,1.48981
986,379.191,555.234,-2.04744,23.0853,1.55397
987,384.259,557.826,-2.02154,23.1112,1.66452
988,389.813,560.34,-1.99379,23.1389,1.48245
989,394.64,562.863,-1.96909,23.1637,1.62328
990,400.301,564.732,-1.94203,23.1907,1.4568
991,405.258,566.708,-1.91775,23.215,1.54011
992,410.712,568.186,-1.89208,23.2407,1.50098
993,415.805,570.3,-1.86707,23.2657,1.54019
994,421.228,571.862,-1.8414,23.2913,1.42046
995,426.273,573.142,-1.81772,23.315,1.57456
996,431.907,574.377,-1.79148,23.3413,1.32409
997,436.694,575.166,-1.76941,23.3633,1.46118
998,441.907,576.377,-1.74506,23.3877,1.47863
999,447.262,577.175,-1.72041,23.4123,1.39153
1000,452.31,577.856,-1.69722,23.4355,1.34151
1001,457.201,578.285,-1.67486,23.4579,1.39022
1002,462.267,578.73,-1.65169,23.481,1.35083
1003,467.188,579.189,-1.62918,23.5036,1.39203
1004,472.286,579.151,-1.60598,23.5268,1.20591
1005,476.694,579.166,-1.58588,23.5469,1.38016
1006,481.736,579.173,-1.56288,23.5699,1.24556
1007,486.286,579.151,-1.54212,23.5906,1.34385
1008,491.203,579.156,-1.51972,23.613,1.29447
1009,495.918,578.716,-1.49815,23.6346,1.16947
1010,500.215,578.774,-1.47866,23.6541,1.2492
1011,504.772,578.364,-1.45784,23.6749,1.23854
1012,509.184,577.14,-1.43719,23.6955,1.286
1013,513.869,576.707,-1.41576,23.717,1.07173
1014,517.78,576.328,-1.3979,23.7348,1.27809
1015,522.323,575.186,-1.3766,23.7561,1.12391
1016,526.32,574.238,-1.35786,23.7749,1.08332
1017,530.3,573.872,-1.33981,23.7929,1.12329
1018,534.266,572.78,-1.32109,23.8117,1.18294
1019,538.309,571.157,-1.30137,23.8314,1.11242
1020,542.278,570.257,-1.28283,23.8499,1.13992
1021,546.322,569.23,-1.26383,23.8689,1.02519
1022,549.801,567.809,-1.24675,23.886,1.13038
1023,553.764,566.627,-1.22791,23.9048,1.02423
1024,557.219,565.175,-1.21084,23.9219,1.00314
1025,560.651,563.888,-1.19412,23.9386,1.04464
1026,564.283,562.678,-1.17671,23.956,1.05753
1027,567.819,561.111,-1.15908,23.9737,0.860834
1028,570.684,559.805,-1.14473,23.988,1.07995
1029,574.319,558.253,-1.12673,24.006,1.08491
1030,577.805,556.347,-1.10865,24.0241,0.906881
1031,580.711,554.749,-1.09354,24.0392,0.965472
1032,583.861,553.159,-1.07745,24.0553,0.865131
1033,586.754,551.855,-1.06303,24.0697,0.992314
1034,589.801,549.87,-1.04649,24.0863,0.903796
1035,592.695,548.272,-1.03143,24.1013,0.990698
1036,595.767,546.352,-1.01491,24.1178,0.842431
1037,598.39,544.737,-1.00087,24.1319,0.952509
1038,601.196,542.666,-0.984999,24.1477,0.905072
1039,603.828,540.656,-0.969914,24.1628,0.884654
1040,606.72,539.153,-0.95517,24.1776,0.874238
1041,609.178,537.098,-0.940599,24.1921,0.904954
1042,611.828,535.121,-0.925517,24.2072,0.85913
1043,614.272,533.151,-0.911198,24.2215,0.857316
1044,616.646,531.107,-0.896909,24.2358,0.773187
1045,619.175,529.741,-0.884023,24.2487,0.903626
1046,621.843,527.776,-0.868962,24.2638,0.770532
1047,623.843,525.776,-0.85612,24.2766,0.857449
1048,626.282,523.799,-0.841829,24.2909,0.916552
1049,628.341,521.082,-0.826554,24.3062,0.823018
1050,630.644,519.146,-0.812837,24.3199,0.787974
1051,632.665,517.096,-0.799704,24.333,0.77462
1052,634.656,515.088,-0.786793,24.3459,0.774805
1053,636.656,513.088,-0.77388,24.3589,0.845957
1054,639.127,511.176,-0.759781,24.373,0.870277
1055,641.153,508.714,-0.745276,24.3875,0.778597
1056,643.157,506.689,-0.732299,24.4004,0.762457
1057,644.669,504.307,-0.719592,24.4131,0.7727
1058,646.669,502.307,-0.706714,24.426,0.790203
1059,648.711,500.251,-0.693543,24.4392,0.853198
1060,650.661,497.817,-0.679323,24.4534,0.848065
1061,652.306,495.166,-0.665189,24.4676,0.768101
1062,654.306,493.166,-0.652387,24.4804,0.857329
1063,656.357,490.785,-0.638099,24.4946,0.783391
1064,657.861,488.336,-0.625042,24.5077,0.7688
1065,659.232,485.864,-0.612229,24.5205,0.761547
1066,661.232,483.864,-0.599536,24.5332,0.85263
1067,662.67,481.075,-0.585326,24.5474,0.784607
1068,664.346,478.746,-0.572249,24.5605,0.852779
1069,666.308,476.296,-0.558036,24.5747,0.781086
1070,667.781,473.846,-0.545018,24.5877,0.919268
1071,669.266,470.817,-0.529697,24.603,0.786115
1072,670.658,468.303,-0.516595,24.6161,0.798296
1073,672.218,465.832,-0.50329,24.6295,0.948755
1074,673.783,462.734,-0.487477,24.6453,0.721218
1075,675.127,460.461,-0.475457,24.6573,1.00864
1076,676.792,457.169,-0.458646,24.6741,0.719863
1077,677.769,454.717,-0.446649,24.6861,0.85911
1078,679.183,451.912,-0.43233,24.7004,0.975765
1079,680.799,448.726,-0.416067,24.7167,0.816675
1080,681.842,445.922,-0.402456,24.7303,0.978746
1081,683.254,442.634,-0.386144,24.7466,0.809399
1082,684.256,439.848,-0.372654,24.7601,0.956939
1083,685.867,436.716,-0.356705,24.776,0.806504
1084,686.711,433.881,-0.343263,24.7895,1.02937
1085,687.853,430.292,-0.326107,24.8066,0.886131
1086,688.717,427.166,-0.311338,24.8214,0.966397
1087,689.841,423.817,-0.295231,24.8375,0.872664
